tick,x,y,theta,target,distance_to_goal,battery,obstacle_danger,left_obstacle,right_obstacle,behavior,v_left,v_right
241,-1.831,-0.000,0.334,GOAL,3.003,92.77,0.107,0.671,0.645,NavigateToGoal,3.989,4.011
242,-1.827,-0.000,0.334,GOAL,2.998,92.74,0.149,0.690,0.648,NavigateToGoal,3.989,4.011
243,-1.822,-0.000,0.335,GOAL,2.994,92.71,0.152,0.660,0.682,NavigateToGoal,3.989,4.011
244,-1.817,-0.000,0.335,GOAL,2.989,92.68,0.145,0.681,0.688,NavigateToGoal,3.989,4.011
245,-1.812,-0.000,0.336,GOAL,2.985,92.65,0.149,0.683,0.656,NavigateToGoal,3.988,4.012
246,-1.807,-0.000,0.336,GOAL,2.980,92.62,0.122,0.682,0.663,NavigateToGoal,3.988,4.012
247,-1.802,-0.000,0.337,GOAL,2.975,92.59,0.162,0.661,0.698,NavigateToGoal,3.988,4.012
248,-1.798,-0.000,0.338,GOAL,2.971,92.56,0.145,0.669,0.682,NavigateToGoal,3.988,4.012
249,-1.793,-0.000,0.338,GOAL,2.966,92.53,0.140,0.652,0.676,NavigateToGoal,3.988,4.012
250,-1.788,-0.000,0.339,GOAL,2.962,92.50,0.123,0.665,0.647,NavigateToGoal,3.988,4.012
251,-1.783,-0.000,0.339,GOAL,2.957,92.47,0.187,0.674,0.694,NavigateToGoal,3.988,4.012
252,-1.778,-0.000,0.340,GOAL,2.953,92.44,0.188,0.679,0.685,NavigateToGoal,3.988,4.012
253,-1.773,-0.000,0.340,GOAL,2.948,92.41,0.134,0.646,0.661,NavigateToGoal,3.988,4.012
254,-1.769,-0.000,0.341,GOAL,2.944,92.38,0.136,0.683,0.649,NavigateToGoal,3.988,4.012
255,-1.764,-0.000,0.341,GOAL,2.939,92.35,0.170,0.686,0.684,NavigateToGoal,3.988,4.012
256,-1.759,-0.000,0.342,GOAL,2.935,92.32,0.176,0.677,0.684,NavigateToGoal,3.988,4.012
257,-1.754,-0.000,0.342,GOAL,2.930,92.29,0.122,0.660,0.669,NavigateToGoal,3.988,4.012
258,-1.749,-0.000,0.343,GOAL,2.925,92.26,0.137,0.663,0.667,NavigateToGoal,3.988,4.012
259,-1.744,-0.000,0.343,GOAL,2.921,92.23,0.128,0.681,0.676,NavigateToGoal,3.988,4.012
260,-1.740,-0.000,0.344,GOAL,2.916,92.20,0.091,0.645,0.660,NavigateToGoal,3.988,4.012
261,-1.735,-0.000,0.345,GOAL,2.912,92.17,0.181,0.689,0.676,NavigateToGoal,3.988,4.012
262,-1.730,-0.000,0.345,GOAL,2.907,92.14,0.104,0.675,0.655,NavigateToGoal,3.988,4.012
263,-1.725,-0.000,0.346,GOAL,2.903,92.11,0.149,0.679,0.680,NavigateToGoal,3.988,4.012
264,-1.720,-0.000,0.346,GOAL,2.898,92.08,0.136,0.683,0.680,NavigateToGoal,3.988,4.012
265,-1.716,-0.000,0.347,GOAL,2.894,92.05,0.161,0.694,0.670,NavigateToGoal,3.988,4.012
266,-1.711,-0.000,0.347,GOAL,2.889,92.02,0.158,0.688,0.677,NavigateToGoal,3.988,4.012
267,-1.706,-0.000,0.348,GOAL,2.885,91.99,0.161,0.671,0.666,NavigateToGoal,3.988,4.012
268,-1.701,-0.000,0.348,GOAL,2.880,91.96,0.166,0.683,0.693,NavigateToGoal,3.988,4.012
269,-1.696,-0.000,0.349,GOAL,2.876,91.93,0.133,0.691,0.662,NavigateToGoal,3.988,4.012
270,-1.691,-0.000,0.350,GOAL,2.871,91.90,0.122,0.650,0.658,NavigateToGoal,3.988,4.012
271,-1.687,-0.000,0.350,GOAL,2.867,91.87,0.140,0.678,0.683,NavigateToGoal,3.988,4.012
272,-1.682,-0.000,0.351,GOAL,2.862,91.84,0.153,0.698,0.676,NavigateToGoal,3.988,4.012
273,-1.677,-0.000,0.351,GOAL,2.858,91.81,0.144,0.660,0.678,NavigateToGoal,3.987,4.013
274,-1.672,-0.000,0.352,GOAL,2.853,91.78,0.121,0.650,0.677,NavigateToGoal,3.987,4.013
275,-1.667,-0.000,0.352,GOAL,2.849,91.75,0.127,0.661,0.668,NavigateToGoal,3.987,4.013
276,-1.663,-0.000,0.353,GOAL,2.844,91.72,0.125,0.664,0.635,NavigateToGoal,3.987,4.013
277,-1.658,-0.000,0.354,GOAL,2.840,91.69,0.137,0.673,0.698,NavigateToGoal,3.987,4.013
278,-1.653,-0.000,0.354,GOAL,2.835,91.66,0.156,0.682,0.668,NavigateToGoal,3.987,4.013
279,-1.648,-0.000,0.355,GOAL,2.831,91.63,0.118,0.675,0.653,NavigateToGoal,3.987,4.013
280,-1.643,-0.000,0.355,GOAL,2.826,91.60,0.200,0.672,0.656,NavigateToGoal,3.987,4.013
281,-1.639,-0.000,0.356,GOAL,2.822,91.57,0.178,0.677,0.700,NavigateToGoal,3.987,4.013
282,-1.634,-0.000,0.356,GOAL,2.817,91.54,0.167,0.673,0.701,NavigateToGoal,3.987,4.013
283,-1.629,-0.000,0.357,GOAL,2.813,91.51,0.178,0.673,0.689,NavigateToGoal,3.987,4.013
284,-1.624,-0.000,0.358,GOAL,2.808,91.48,0.142,0.674,0.660,NavigateToGoal,3.987,4.013
285,-1.619,-0.000,0.358,GOAL,2.804,91.45,0.154,0.653,0.667,NavigateToGoal,3.987,4.013
286,-1.615,-0.000,0.359,GOAL,2.799,91.42,0.164,0.681,0.668,NavigateToGoal,3.987,4.013
287,-1.610,-0.000,0.359,GOAL,2.795,91.39,0.082,0.655,0.652,NavigateToGoal,3.987,4.013
288,-1.605,-0.000,0.360,GOAL,2.790,91.36,0.157,0.634,0.686,NavigateToGoal,3.987,4.013
289,-1.600,-0.000,0.361,GOAL,2.786,91.33,0.123,0.659,0.658,NavigateToGoal,3.987,4.013
290,-1.595,-0.000,0.361,GOAL,2.781,91.30,0.144,0.678,0.688,NavigateToGoal,3.987,4.013
291,-1.591,-0.000,0.362,GOAL,2.777,91.27,0.169,0.653,0.677,NavigateToGoal,3.987,4.013
292,-1.586,-0.000,0.362,GOAL,2.773,91.24,0.125,0.685,0.647,NavigateToGoal,3.987,4.013
293,-1.581,-0.000,0.363,GOAL,2.768,91.21,0.149,0.693,0.678,NavigateToGoal,3.987,4.013
294,-1.576,-0.000,0.364,GOAL,2.764,91.18,0.168,0.675,0.716,NavigateToGoal,3.987,4.013
295,-1.572,-0.000,0.364,GOAL,2.759,91.15,0.160,0.681,0.658,NavigateToGoal,3.987,4.013
296,-1.567,-0.000,0.365,GOAL,2.755,91.12,0.130,0.680,0.669,NavigateToGoal,3.987,4.013
297,-1.562,-0.000,0.365,GOAL,2.750,91.09,0.140,0.640,0.672,NavigateToGoal,3.987,4.013
298,-1.557,-0.000,0.366,GOAL,2.746,91.06,0.157,0.658,0.666,NavigateToGoal,3.987,4.013
299,-1.552,-0.000,0.367,GOAL,2.741,91.03,0.097,0.658,0.667,NavigateToGoal,3.986,4.014
300,-1.548,-0.000,0.367,GOAL,2.737,91.00,0.161,0.702,0.676,NavigateToGoal,3.986,4.014
301,-1.543,-0.000,0.368,GOAL,2.732,90.97,0.127,0.658,0.680,NavigateToGoal,3.986,4.014
302,-1.538,-0.000,0.369,GOAL,2.728,90.94,0.155,0.684,0.651,NavigateToGoal,3.986,4.014
303,-1.533,-0.000,0.369,GOAL,2.724,90.91,0.159,0.685,0.690,NavigateToGoal,3.986,4.014
304,-1.529,-0.000,0.370,GOAL,2.719,90.88,0.136,0.650,0.677,NavigateToGoal,3.986,4.014
305,-1.524,-0.000,0.370,GOAL,2.715,90.85,0.143,0.667,0.663,NavigateToGoal,3.986,4.014
306,-1.519,-0.000,0.371,GOAL,2.710,90.82,0.123,0.684,0.678,NavigateToGoal,3.986,4.014
307,-1.514,-0.000,0.372,GOAL,2.706,90.79,0.188,0.693,0.673,NavigateToGoal,3.986,4.014
308,-1.509,-0.000,0.372,GOAL,2.701,90.76,0.217,0.684,0.669,NavigateToGoal,3.986,4.014
309,-1.505,-0.000,0.373,GOAL,2.697,90.73,0.169,0.671,0.710,NavigateToGoal,3.986,4.014
310,-1.500,-0.000,0.374,GOAL,2.693,90.70,0.116,0.668,0.652,NavigateToGoal,3.986,4.014
311,-1.495,-0.000,0.374,GOAL,2.688,90.67,0.124,0.654,0.667,NavigateToGoal,3.986,4.014
312,-1.490,-0.000,0.375,GOAL,2.684,90.64,0.149,0.679,0.653,NavigateToGoal,3.986,4.014
313,-1.486,-0.000,0.375,GOAL,2.679,90.61,0.130,0.669,0.672,NavigateToGoal,3.986,4.014
314,-1.481,-0.000,0.376,GOAL,2.675,90.58,0.113,0.659,0.661,NavigateToGoal,3.986,4.014
315,-1.476,-0.000,0.377,GOAL,2.670,90.55,0.156,0.683,0.664,NavigateToGoal,3.986,4.014
316,-1.471,-0.000,0.377,GOAL,2.666,90.52,0.143,0.663,0.666,NavigateToGoal,3.986,4.014
317,-1.467,-0.000,0.378,GOAL,2.662,90.49,0.152,0.691,0.689,NavigateToGoal,3.986,4.014
318,-1.462,-0.000,0.379,GOAL,2.657,90.46,0.202,0.704,0.663,NavigateToGoal,3.986,4.014
319,-1.457,-0.000,0.379,GOAL,2.653,90.43,0.110,0.668,0.635,NavigateToGoal,3.986,4.014
320,-1.452,-0.000,0.380,GOAL,2.648,90.40,0.112,0.668,0.671,NavigateToGoal,3.986,4.014
321,-1.448,-0.000,0.381,GOAL,2.644,90.37,0.118,0.673,0.667,NavigateToGoal,3.986,4.014
322,-1.443,-0.000,0.381,GOAL,2.640,90.34,0.146,0.679,0.670,NavigateToGoal,3.986,4.014
323,-1.438,-0.000,0.382,GOAL,2.635,90.31,0.115,0.649,0.654,NavigateToGoal,3.985,4.015
324,-1.433,-0.000,0.383,GOAL,2.631,90.28,0.127,0.681,0.669,NavigateToGoal,3.985,4.015
325,-1.429,-0.000,0.383,GOAL,2.626,90.25,0.125,0.667,0.670,NavigateToGoal,3.985,4.015
326,-1.424,-0.000,0.384,GOAL,2.622,90.22,0.142,0.687,0.668,NavigateToGoal,3.985,4.015
327,-1.419,-0.000,0.385,GOAL,2.618,90.19,0.124,0.644,0.659,NavigateToGoal,3.985,4.015
328,-1.414,-0.000,0.385,GOAL,2.613,90.16,0.149,0.671,0.674,NavigateToGoal,3.985,4.015
329,-1.410,-0.000,0.386,GOAL,2.609,90.13,0.139,0.664,0.665,NavigateToGoal,3.985,4.015
330,-1.405,-0.000,0.387,GOAL,2.604,90.10,0.132,0.649,0.668,NavigateToGoal,3.985,4.015
331,-1.400,-0.000,0.387,GOAL,2.600,90.07,0.105,0.658,0.652,NavigateToGoal,3.985,4.015
332,-1.395,-0.000,0.388,GOAL,2.596,90.04,0.157,0.688,0.657,NavigateToGoal,3.985,4.015
333,-1.391,-0.000,0.389,GOAL,2.591,90.01,0.193,0.682,0.661,NavigateToGoal,3.985,4.015
334,-1.386,-0.000,0.389,GOAL,2.587,89.98,0.151,0.653,0.678,NavigateToGoal,3.985,4.015
335,-1.381,-0.000,0.390,GOAL,2.583,89.95,0.124,0.680,0.673,NavigateToGoal,3.985,4.015
336,-1.376,-0.000,0.391,GOAL,2.578,89.92,0.161,0.694,0.652,NavigateToGoal,3.985,4.015
337,-1.372,-0.000,0.391,GOAL,2.574,89.89,0.128,0.652,0.674,NavigateToGoal,3.985,4.015
338,-1.367,-0.000,0.392,GOAL,2.570,89.86,0.113,0.662,0.670,NavigateToGoal,3.985,4.015
339,-1.362,-0.000,0.393,GOAL,2.565,89.83,0.146,0.654,0.688,NavigateToGoal,3.985,4.015
340,-1.357,-0.000,0.394,GOAL,2.561,89.80,0.117,0.671,0.654,NavigateToGoal,3.985,4.015
341,-1.353,-0.000,0.394,GOAL,2.556,89.77,0.134,0.655,0.687,NavigateToGoal,3.985,4.015
342,-1.348,-0.000,0.395,GOAL,2.552,89.74,0.124,0.670,0.649,NavigateToGoal,3.985,4.015
343,-1.343,-0.000,0.396,GOAL,2.548,89.71,0.161,0.702,0.687,NavigateToGoal,3.985,4.015
344,-1.339,-0.000,0.396,GOAL,2.543,89.68,0.133,0.658,0.673,NavigateToGoal,3.984,4.016
345,-1.334,-0.000,0.397,GOAL,2.539,89.65,0.143,0.664,0.670,NavigateToGoal,3.984,4.016
346,-1.329,-0.000,0.398,GOAL,2.535,89.62,0.155,0.657,0.683,NavigateToGoal,3.984,4.016
347,-1.324,-0.000,0.398,GOAL,2.530,89.59,0.105,0.667,0.655,NavigateToGoal,3.984,4.016
348,-1.320,-0.000,0.399,GOAL,2.526,89.56,0.151,0.653,0.695,NavigateToGoal,3.984,4.016
349,-1.315,-0.000,0.400,GOAL,2.522,89.53,0.175,0.686,0.658,NavigateToGoal,3.984,4.016
350,-1.310,-0.000,0.401,GOAL,2.517,89.50,0.169,0.657,0.688,NavigateToGoal,3.984,4.016
351,-1.306,-0.000,0.401,GOAL,2.513,89.47,0.129,0.656,0.668,NavigateToGoal,3.984,4.016
352,-1.301,-0.000,0.402,GOAL,2.509,89.44,0.170,0.710,0.663,NavigateToGoal,3.984,4.016
353,-1.296,-0.000,0.403,GOAL,2.504,89.41,0.119,0.665,0.672,NavigateToGoal,3.984,4.016
354,-1.291,-0.000,0.404,GOAL,2.500,89.38,0.167,0.679,0.703,NavigateToGoal,3.984,4.016
355,-1.287,-0.000,0.404,GOAL,2.496,89.35,0.150,0.687,0.697,NavigateToGoal,3.984,4.016
356,-1.282,-0.000,0.405,GOAL,2.491,89.32,0.126,0.662,0.683,NavigateToGoal,3.984,4.016
357,-1.277,-0.000,0.406,GOAL,2.487,89.29,0.146,0.690,0.679,NavigateToGoal,3.984,4.016
358,-1.273,-0.000,0.406,GOAL,2.483,89.26,0.151,0.671,0.674,NavigateToGoal,3.984,4.016
359,-1.268,-0.000,0.407,GOAL,2.479,89.23,0.170,0.695,0.647,NavigateToGoal,3.984,4.016
360,-1.263,-0.000,0.408,GOAL,2.474,89.20,0.148,0.673,0.684,NavigateToGoal,3.984,4.016
361,-1.258,-0.000,0.409,GOAL,2.470,89.17,0.157,0.690,0.678,NavigateToGoal,3.984,4.016
362,-1.254,-0.000,0.409,GOAL,2.466,89.14,0.166,0.669,0.686,NavigateToGoal,3.984,4.016
363,-1.249,-0.000,0.410,GOAL,2.461,89.11,0.144,0.675,0.694,NavigateToGoal,3.984,4.016
364,-1.244,-0.000,0.411,GOAL,2.457,89.08,0.188,0.691,0.662,NavigateToGoal,3.983,4.017
365,-1.240,-0.000,0.412,GOAL,2.453,89.05,0.173,0.689,0.682,NavigateToGoal,3.983,4.017
366,-1.235,-0.000,0.412,GOAL,2.449,89.02,0.159,0.652,0.702,NavigateToGoal,3.983,4.017
367,-1.230,-0.000,0.413,GOAL,2.444,88.99,0.171,0.635,0.679,NavigateToGoal,3.983,4.017
368,-1.226,-0.000,0.414,GOAL,2.440,88.96,0.121,0.668,0.650,NavigateToGoal,3.983,4.017
369,-1.221,-0.000,0.415,GOAL,2.436,88.93,0.137,0.672,0.674,NavigateToGoal,3.983,4.017
370,-1.216,-0.000,0.415,GOAL,2.431,88.90,0.138,0.678,0.673,NavigateToGoal,3.983,4.017
371,-1.212,-0.000,0.416,GOAL,2.427,88.87,0.101,0.653,0.666,NavigateToGoal,3.983,4.017
372,-1.207,-0.000,0.417,GOAL,2.423,88.84,0.148,0.671,0.663,NavigateToGoal,3.983,4.017
373,-1.202,-0.000,0.418,GOAL,2.419,88.81,0.192,0.698,0.659,NavigateToGoal,3.983,4.017
374,-1.197,-0.000,0.419,GOAL,2.414,88.78,0.143,0.691,0.681,NavigateToGoal,3.983,4.017
375,-1.193,-0.000,0.419,GOAL,2.410,88.75,0.140,0.682,0.610,NavigateToGoal,3.983,4.017
376,-1.188,-0.000,0.420,GOAL,2.406,88.72,0.141,0.692,0.642,NavigateToGoal,3.983,4.017
377,-1.183,-0.000,0.421,GOAL,2.402,88.69,0.127,0.671,0.659,NavigateToGoal,3.983,4.017
378,-1.179,-0.000,0.422,GOAL,2.397,88.66,0.146,0.696,0.672,NavigateToGoal,3.983,4.017
379,-1.174,-0.000,0.422,GOAL,2.393,88.63,0.171,0.676,0.664,NavigateToGoal,3.983,4.017
380,-1.169,-0.000,0.423,GOAL,2.389,88.60,0.188,0.655,0.676,NavigateToGoal,3.983,4.017
381,-1.165,-0.000,0.424,GOAL,2.385,88.57,0.143,0.656,0.656,NavigateToGoal,3.983,4.017
382,-1.160,-0.000,0.425,GOAL,2.380,88.54,0.153,0.668,0.670,NavigateToGoal,3.982,4.018
383,-1.155,-0.000,0.426,GOAL,2.376,88.51,0.188,0.659,0.662,NavigateToGoal,3.982,4.018
384,-1.151,-0.000,0.426,GOAL,2.372,88.48,0.145,0.676,0.678,NavigateToGoal,3.982,4.018
385,-1.146,-0.000,0.427,GOAL,2.368,88.45,0.141,0.655,0.685,NavigateToGoal,3.982,4.018
386,-1.141,-0.000,0.428,GOAL,2.363,88.42,0.215,0.627,0.701,NavigateToGoal,3.982,4.018
387,-1.137,-0.000,0.429,GOAL,2.359,88.39,0.162,0.698,0.668,NavigateToGoal,3.982,4.018
388,-1.132,-0.000,0.430,GOAL,2.355,88.36,0.200,0.689,0.692,NavigateToGoal,3.982,4.018
389,-1.128,-0.000,0.430,GOAL,2.351,88.33,0.140,0.672,0.677,NavigateToGoal,3.982,4.018
390,-1.123,-0.000,0.431,GOAL,2.347,88.30,0.153,0.670,0.657,NavigateToGoal,3.982,4.018
391,-1.118,-0.000,0.432,GOAL,2.342,88.27,0.165,0.682,0.676,NavigateToGoal,3.982,4.018
392,-1.114,-0.000,0.433,GOAL,2.338,88.24,0.147,0.680,0.678,NavigateToGoal,3.982,4.018
393,-1.109,-0.000,0.434,GOAL,2.334,88.21,0.130,0.667,0.654,NavigateToGoal,3.982,4.018
394,-1.104,-0.000,0.435,GOAL,2.330,88.18,0.120,0.652,0.664,NavigateToGoal,3.982,4.018
395,-1.100,-0.000,0.435,GOAL,2.326,88.15,0.214,0.667,0.722,NavigateToGoal,3.982,4.018
396,-1.095,-0.000,0.436,GOAL,2.321,88.12,0.140,0.659,0.656,NavigateToGoal,3.982,4.018
397,-1.090,-0.000,0.437,GOAL,2.317,88.09,0.186,0.655,0.673,NavigateToGoal,3.982,4.018
398,-1.086,-0.000,0.438,GOAL,2.313,88.06,0.132,0.688,0.669,NavigateToGoal,3.982,4.018
399,-1.081,-0.000,0.439,GOAL,2.309,88.03,0.147,0.671,0.674,NavigateToGoal,3.981,4.019
400,-1.076,-0.000,0.440,GOAL,2.305,88.00,0.169,0.670,0.670,NavigateToGoal,3.981,4.019
401,-1.072,-0.000,0.440,GOAL,2.301,87.97,0.136,0.657,0.662,NavigateToGoal,3.981,4.019
402,-1.067,-0.000,0.441,GOAL,2.296,87.94,0.144,0.678,0.660,NavigateToGoal,3.981,4.019
403,-1.063,-0.000,0.442,GOAL,2.292,87.91,0.153,0.683,0.659,NavigateToGoal,3.981,4.019
404,-1.058,-0.000,0.443,GOAL,2.288,87.88,0.155,0.688,0.679,NavigateToGoal,3.981,4.019
405,-1.053,-0.000,0.444,GOAL,2.284,87.85,0.121,0.672,0.660,NavigateToGoal,3.981,4.019
406,-1.049,-0.000,0.445,GOAL,2.280,87.82,0.142,0.653,0.683,NavigateToGoal,3.981,4.019
407,-1.044,-0.000,0.446,GOAL,2.276,87.79,0.126,0.656,0.671,NavigateToGoal,3.981,4.019
408,-1.039,-0.000,0.446,GOAL,2.271,87.76,0.142,0.668,0.691,NavigateToGoal,3.981,4.019
409,-1.035,-0.000,0.447,GOAL,2.267,87.73,0.145,0.659,0.680,NavigateToGoal,3.981,4.019
410,-1.030,-0.000,0.448,GOAL,2.263,87.70,0.174,0.653,0.689,NavigateToGoal,3.981,4.019
411,-1.026,-0.000,0.449,GOAL,2.259,87.67,0.167,0.660,0.666,NavigateToGoal,3.981,4.019
412,-1.021,-0.000,0.450,GOAL,2.255,87.64,0.149,0.677,0.695,NavigateToGoal,3.981,4.019
413,-1.016,-0.000,0.451,GOAL,2.251,87.61,0.138,0.676,0.668,NavigateToGoal,3.981,4.019
414,-1.012,-0.000,0.452,GOAL,2.247,87.58,0.162,0.657,0.661,NavigateToGoal,3.981,4.019
415,-1.007,-0.000,0.453,GOAL,2.242,87.55,0.167,0.685,0.684,NavigateToGoal,3.981,4.019
416,-1.003,-0.000,0.453,GOAL,2.238,87.52,0.146,0.675,0.684,NavigateToGoal,3.980,4.020
417,-0.998,-0.000,0.454,GOAL,2.234,87.49,0.158,0.700,0.672,NavigateToGoal,3.980,4.020
418,-0.993,-0.000,0.455,GOAL,2.230,87.46,0.156,0.680,0.649,NavigateToGoal,3.980,4.020
419,-0.989,-0.000,0.456,GOAL,2.226,87.43,0.177,0.668,0.668,NavigateToGoal,3.980,4.020
420,-0.984,-0.000,0.457,GOAL,2.222,87.40,0.139,0.663,0.674,NavigateToGoal,3.980,4.020
421,-0.980,-0.000,0.458,GOAL,2.218,87.37,0.135,0.678,0.650,NavigateToGoal,3.980,4.020
422,-0.975,-0.000,0.459,GOAL,2.214,87.34,0.113,0.670,0.657,NavigateToGoal,3.980,4.020
423,-0.970,-0.000,0.460,GOAL,2.210,87.31,0.157,0.663,0.646,NavigateToGoal,3.980,4.020
424,-0.966,-0.000,0.461,GOAL,2.206,87.28,0.164,0.690,0.661,NavigateToGoal,3.980,4.020
425,-0.961,-0.000,0.461,GOAL,2.201,87.25,0.155,0.718,0.660,NavigateToGoal,3.980,4.020
426,-0.957,-0.000,0.462,GOAL,2.197,87.22,0.151,0.671,0.679,NavigateToGoal,3.980,4.020
427,-0.952,-0.000,0.463,GOAL,2.193,87.19,0.112,0.663,0.660,NavigateToGoal,3.980,4.020
428,-0.947,-0.000,0.464,GOAL,2.189,87.16,0.124,0.682,0.662,NavigateToGoal,3.980,4.020
429,-0.943,-0.000,0.465,GOAL,2.185,87.13,0.122,0.681,0.682,NavigateToGoal,3.980,4.020
430,-0.938,-0.000,0.466,GOAL,2.181,87.10,0.126,0.649,0.682,NavigateToGoal,3.980,4.020
431,-0.934,-0.000,0.467,GOAL,2.177,87.07,0.167,0.673,0.683,NavigateToGoal,3.979,4.021
432,-0.929,-0.000,0.468,GOAL,2.173,87.04,0.124,0.643,0.678,NavigateToGoal,3.979,4.021
433,-0.925,-0.000,0.469,GOAL,2.169,87.01,0.154,0.686,0.678,NavigateToGoal,3.979,4.021
434,-0.920,-0.000,0.470,GOAL,2.165,86.98,0.094,0.632,0.655,NavigateToGoal,3.979,4.021
435,-0.915,-0.000,0.471,GOAL,2.161,86.95,0.135,0.660,0.651,NavigateToGoal,3.979,4.021
436,-0.911,-0.000,0.472,GOAL,2.157,86.92,0.130,0.656,0.676,NavigateToGoal,3.979,4.021
437,-0.906,-0.000,0.473,GOAL,2.153,86.89,0.119,0.651,0.638,NavigateToGoal,3.979,4.021
438,-0.902,-0.000,0.474,GOAL,2.149,86.86,0.155,0.700,0.647,NavigateToGoal,3.979,4.021
439,-0.897,-0.000,0.475,GOAL,2.145,86.83,0.156,0.698,0.665,NavigateToGoal,3.979,4.021
440,-0.893,-0.000,0.476,GOAL,2.141,86.80,0.174,0.670,0.684,NavigateToGoal,3.979,4.021
441,-0.888,-0.000,0.476,GOAL,2.137,86.77,0.219,0.677,0.707,NavigateToGoal,3.979,4.021
442,-0.884,-0.000,0.477,GOAL,2.133,86.74,0.167,0.688,0.648,NavigateToGoal,3.979,4.021
443,-0.879,-0.000,0.478,GOAL,2.129,86.71,0.116,0.664,0.671,NavigateToGoal,3.979,4.021
444,-0.874,-0.000,0.479,GOAL,2.125,86.68,0.187,0.665,0.677,NavigateToGoal,3.979,4.021
445,-0.870,-0.000,0.480,GOAL,2.121,86.65,0.117,0.650,0.657,NavigateToGoal,3.978,4.022
446,-0.865,-0.000,0.481,GOAL,2.117,86.62,0.147,0.694,0.644,NavigateToGoal,3.978,4.022
447,-0.861,-0.000,0.482,GOAL,2.113,86.59,0.143,0.690,0.664,NavigateToGoal,3.978,4.022
448,-0.856,-0.000,0.483,GOAL,2.109,86.56,0.199,0.667,0.650,NavigateToGoal,3.978,4.022
449,-0.852,-0.000,0.484,GOAL,2.105,86.53,0.124,0.683,0.661,NavigateToGoal,3.978,4.022
450,-0.847,-0.000,0.485,GOAL,2.101,86.50,0.123,0.661,0.658,NavigateToGoal,3.978,4.022
451,-0.843,-0.000,0.486,GOAL,2.097,86.47,0.121,0.678,0.661,NavigateToGoal,3.978,4.022
452,-0.838,-0.000,0.487,GOAL,2.093,86.44,0.145,0.689,0.676,NavigateToGoal,3.978,4.022
453,-0.834,-0.000,0.488,GOAL,2.089,86.41,0.148,0.655,0.675,NavigateToGoal,3.978,4.022
454,-0.829,-0.000,0.489,GOAL,2.085,86.38,0.139,0.672,0.699,NavigateToGoal,3.978,4.022
455,-0.825,-0.000,0.490,GOAL,2.081,86.35,0.142,0.673,0.662,NavigateToGoal,3.978,4.022
456,-0.820,-0.000,0.491,GOAL,2.077,86.32,0.139,0.624,0.682,NavigateToGoal,3.978,4.022
457,-0.816,-0.000,0.492,GOAL,2.073,86.29,0.159,0.685,0.666,NavigateToGoal,3.978,4.022
458,-0.811,-0.000,0.493,GOAL,2.069,86.26,0.190,0.689,0.656,NavigateToGoal,3.978,4.022
459,-0.807,-0.000,0.494,GOAL,2.065,86.23,0.119,0.669,0.657,NavigateToGoal,3.977,4.023
460,-0.802,-0.000,0.495,GOAL,2.061,86.20,0.111,0.663,0.664,NavigateToGoal,3.977,4.023
461,-0.798,-0.000,0.496,GOAL,2.057,86.17,0.148,0.644,0.677,NavigateToGoal,3.977,4.023
462,-0.793,-0.000,0.497,GOAL,2.053,86.14,0.197,0.685,0.674,NavigateToGoal,3.977,4.023
463,-0.789,-0.000,0.498,GOAL,2.049,86.11,0.125,0.632,0.668,NavigateToGoal,3.977,4.023
464,-0.784,-0.000,0.499,GOAL,2.045,86.08,0.154,0.667,0.668,NavigateToGoal,3.977,4.023
465,-0.780,-0.000,0.500,GOAL,2.041,86.05,0.166,0.697,0.710,NavigateToGoal,3.977,4.023
466,-0.775,-0.000,0.502,GOAL,2.037,86.02,0.148,0.670,0.668,NavigateToGoal,3.977,4.023
467,-0.771,-0.000,0.503,GOAL,2.034,85.99,0.150,0.683,0.707,NavigateToGoal,3.977,4.023
468,-0.766,-0.000,0.504,GOAL,2.030,85.96,0.151,0.653,0.691,NavigateToGoal,3.977,4.023
469,-0.762,-0.000,0.505,GOAL,2.026,85.93,0.091,0.642,0.646,NavigateToGoal,3.977,4.023
470,-0.757,-0.000,0.506,GOAL,2.022,85.90,0.153,0.675,0.680,NavigateToGoal,3.977,4.023
471,-0.753,-0.000,0.507,GOAL,2.018,85.87,0.152,0.690,0.645,NavigateToGoal,3.977,4.023
472,-0.748,-0.000,0.508,GOAL,2.014,85.84,0.127,0.652,0.677,NavigateToGoal,3.976,4.024
473,-0.744,-0.000,0.509,GOAL,2.010,85.81,0.129,0.681,0.668,NavigateToGoal,3.976,4.024
474,-0.739,-0.000,0.510,GOAL,2.006,85.78,0.161,0.675,0.690,NavigateToGoal,3.976,4.024
475,-0.735,-0.000,0.511,GOAL,2.002,85.75,0.187,0.683,0.685,NavigateToGoal,3.976,4.024
476,-0.730,-0.000,0.512,GOAL,1.999,85.72,0.157,0.685,0.675,NavigateToGoal,3.976,4.024
477,-0.726,-0.000,0.513,GOAL,1.995,85.69,0.174,0.644,0.710,NavigateToGoal,3.976,4.024
478,-0.721,-0.000,0.514,GOAL,1.991,85.66,0.188,0.693,0.667,NavigateToGoal,3.976,4.024
479,-0.717,-0.000,0.515,GOAL,1.987,85.63,0.141,0.665,0.650,NavigateToGoal,3.976,4.024
480,-0.713,-0.000,0.516,GOAL,1.983,85.60,0.178,0.677,0.701,NavigateToGoal,3.976,4.024
